No,Cinsiyet,Yas,MedDur,Cocuk,Egitim,StrKay,Sigara,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss
355,2,37,4,1,6,1,2,4,1,4,1,1,5,1,4,4,4,4,3,3,4,3,1,4,1,4,3,1,2,4,4,2,3,1,4,1,4,4,2,2,2,3,3,5,1,4,3,4,4,4,4,3,3,4,3,4,4,1,4,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,3,2,3,4,4,4,3,4,4,2,3,3,3,2,2,4,5,5,5,1,4,1,1,2,2,2,2,3,3,4,4,4,4,4,5,3,2,4,4,4,20,18,34,20,14,32,39,9,64
84,1,37,4,1,3,1,2,4,3,1,2,4,2,3,4,1,1,4,1,1,5,1,1,3,1,5,4,1,4,1,2,3,2,2,4,1,5,4,1,1,6,6,5,5,2,3,2,3,4,3,3,4,4,2,2,4,4,2,3,1,3,4,2,2,3,1,1,1,1,1,0,1,1,1,1,3,3,4,4,4,4,2,4,2,4,2,4,3,4,3,3,4,4,3,4,4,2,4,4,4,4,2,3,2,2,3,4,1,3,2,3,3,4,4,3,3,20,26,39,12,24,24,29,9,65
102,2,26,1,2,5,1,2,3,1,5,2,4,4,2,3,3,1,4,2,2,4,2,1,1,1,4,5,1,4,1,2,4,4,1,3,1,4,4,1,1,5,6,6,6,6,3,3,3,4,4,2,4,4,3,3,4,4,1,4,2,3,3,3,3,2,1,1,1,0,1,0,0,1,0,1,4,2,3,4,4,4,2,4,4,4,2,4,4,4,2,2,4,4,5,4,2,3,2,4,3,3,2,2,2,2,4,3,2,2,3,2,4,4,4,4,4,23,22,37,12,29,25,32,6,69
238,2,41,4,1,2,1,2,5,1,5,1,5,1,1,4,1,1,4,1,1,4,1,1,5,1,4,4,1,4,2,2,4,3,1,4,1,4,4,1,1,6,5,6,4,6,3,2,3,5,4,2,4,3,3,2,4,4,1,4,1,4,1,4,1,1,1,1,0,0,0,0,1,1,0,1,5,1,5,4,5,4,2,4,4,4,4,4,4,3,2,2,4,4,5,5,5,4,4,4,4,4,1,2,2,3,4,4,4,4,4,1,5,4,2,4,4,30,28,40,12,27,23,40,5,69
135,2,49,4,1,5,4,1,3,1,4,1,3,2,2,3,3,2,3,2,2,4,2,2,3,1,2,4,2,4,1,2,4,4,2,4,1,4,4,1,1,6,6,6,6,6,3,3,3,3,4,4,3,4,3,2,4,4,1,4,1,4,1,4,3,1,0,1,1,0,0,0,0,0,0,0,3,2,4,4,3,2,5,1,2,2,3,3,3,2,2,2,2,2,5,5,4,3,2,3,3,3,3,2,3,2,4,4,4,2,4,3,4,1,3,4,4,24,20,37,15,30,28,38,2,49
112,2,50,2,2,3,1,1,3,2,3,1,5,1,2,3,3,2,3,3,3,5,3,3,4,1,4,4,3,3,1,1,3,4,3,4,1,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,1,4,3,3,3,3,3,2,1,1,1,1,1,0,1,1,0,0,4,3,4,2,3,2,4,3,2,2,4,2,2,2,2,2,2,2,4,5,5,3,2,3,2,2,3,3,3,3,4,2,2,2,3,2,3,2,2,4,4,25,18,39,22,20,30,30,7,45
374,1,35,4,1,4,1,2,4,4,4,3,4,2,1,2,2,2,4,1,3,4,1,2,4,1,4,3,2,4,1,1,4,5,1,3,2,4,4,3,1,5,5,5,6,3,3,4,3,4,4,3,3,4,3,2,4,4,1,4,1,4,1,3,1,1,1,1,1,0,1,0,1,0,0,0,2,4,3,4,4,4,2,4,4,5,1,4,3,4,2,2,4,4,2,3,4,4,3,3,4,2,2,2,3,2,4,4,4,4,4,4,2,4,5,4,4,21,22,39,15,24,27,39,5,70
469,2,55,6,2,5,2,2,3,1,3,2,3,2,2,2,2,3,4,3,3,3,3,4,2,1,4,3,3,3,3,2,2,3,4,3,2,3,4,4,2,1,1,3,4,5,4,4,3,4,3,3,3,3,3,3,3,3,1,2,1,2,2,2,3,1,1,0,1,0,1,0,1,0,1,0,2,2,2,4,4,3,2,2,3,3,2,2,2,2,2,2,3,2,5,4,4,3,3,2,2,2,2,3,3,3,4,4,3,2,4,4,4,4,4,4,4,22,18,30,28,14,31,29,5,56
375,1,30,1,2,6,1,2,3,3,3,3,3,3,3,3,3,3,3,1,1,5,1,1,3,1,4,3,2,3,1,1,3,3,1,5,1,4,4,1,1,3,3,4,4,4,2,3,2,4,3,2,4,3,2,2,4,4,2,3,1,3,3,3,1,1,1,1,1,1,1,0,0,1,0,1,2,2,4,4,4,3,4,2,3,3,2,4,3,3,3,3,3,3,3,3,3,2,2,2,4,4,2,3,2,3,3,4,2,4,4,4,4,2,4,3,3,18,20,37,11,18,23,34,7,59
531,1,26,4,1,5,1,2,2,1,5,1,4,1,1,4,1,1,4,1,3,3,1,1,3,1,5,5,3,4,1,2,4,4,1,5,3,5,4,4,2,4,5,4,4,2,3,3,3,4,4,3,4,4,3,3,4,4,1,4,1,4,3,3,1,1,1,1,1,0,1,0,0,0,0,0,2,4,4,3,4,3,4,3,4,3,4,3,3,3,4,3,2,3,5,5,5,4,4,4,4,2,2,2,2,2,4,4,2,4,4,4,2,2,2,2,3,26,26,42,19,19,26,37,4,53
256,1,48,5,1,3,1,2,4,1,4,2,5,1,1,5,2,1,3,1,2,5,4,1,4,1,4,4,2,5,2,2,4,4,1,3,1,5,4,2,1,6,5,7,7,5,4,2,3,5,4,1,2,5,3,1,4,4,1,4,1,4,1,4,1,1,0,1,1,1,0,1,0,0,0,1,1,3,4,4,5,5,2,4,5,5,1,5,4,5,1,1,5,4,5,4,5,4,3,4,4,3,1,2,4,1,4,4,4,4,4,5,3,4,5,5,5,27,26,42,17,30,22,40,5,82
52,1,51,4,1,5,1,2,4,2,5,2,5,2,1,4,2,1,4,1,1,4,1,1,3,1,3,4,2,4,1,2,3,4,1,3,1,4,4,1,1,6,6,6,6,6,2,2,2,4,4,2,4,4,2,2,4,4,1,4,1,4,1,4,2,3,1,1,1,1,1,0,0,1,0,1,2,2,5,5,5,4,2,4,5,4,2,5,5,4,2,2,4,4,4,4,4,4,3,4,4,4,2,2,2,2,4,4,4,3,2,4,4,4,4,4,4,26,27,36,12,30,20,37,7,78
308,2,22,1,2,3,8,2,1,5,1,5,2,5,2,2,3,4,4,4,2,4,2,1,1,4,4,2,1,3,4,4,4,4,1,4,3,4,4,2,2,2,4,3,3,1,3,4,3,3,2,3,3,3,4,3,4,4,3,2,2,2,4,1,4,4,0,1,1,0,0,0,1,0,1,0,4,1,5,3,4,3,5,1,3,3,4,3,5,2,4,4,2,3,1,1,1,3,2,1,1,3,3,4,3,3,2,3,1,1,1,2,5,1,2,2,2,7,16,34,24,13,33,21,4,51
463,1,19,1,2,3,1,2,3,3,5,2,3,4,2,3,1,1,3,1,1,4,3,2,2,2,3,4,3,3,1,2,4,3,2,4,2,4,3,2,1,5,6,6,5,3,2,2,2,4,3,2,4,3,3,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,0,0,0,1,0,0,1,3,4,5,5,5,2,5,5,3,2,5,5,5,1,1,5,5,3,4,2,3,4,4,4,4,2,3,2,3,4,4,4,4,4,5,3,4,4,5,5,20,25,34,20,25,22,40,5,83
265,1,30,3,2,4,1,1,3,3,4,2,4,3,2,4,2,2,4,2,1,4,2,2,3,1,3,3,1,3,2,2,2,2,2,3,1,2,3,1,2,5,6,3,4,4,3,2,2,4,4,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,3,3,4,2,2,3,3,,,,,,,,,,,,21,24,28,16,22,24,,,
401,2,28,3,1,5,1,2,3,1,3,1,5,3,1,3,3,1,3,1,3,4,2,2,1,1,4,2,4,2,4,3,2,2,1,3,2,3,2,1,1,3,3,4,6,3,3,2,2,4,4,4,3,3,5,3,4,4,2,3,1,4,1,3,3,1,0,1,1,0,1,0,1,1,0,0,2,3,3,3,3,4,5,2,3,3,2,3,4,4,2,2,4,5,5,5,3,4,2,4,4,2,2,2,3,3,3,4,4,2,4,4,3,1,4,4,4,24,22,25,21,19,29,35,5,61
33,1,52,2,1,3,1,2,4,1,5,1,5,1,2,4,1,1,4,1,2,4,2,1,4,2,4,4,1,3,2,2,5,5,2,4,2,4,4,2,2,4,7,4,3,2,3,3,3,4,4,3,4,3,3,3,4,4,1,4,4,4,2,3,1,1,1,1,1,1,1,0,0,1,0,0,2,1,5,5,4,5,2,5,5,4,3,4,5,4,1,2,4,4,5,5,5,3,4,4,4,3,2,2,2,3,4,1,3,4,4,4,5,4,3,5,4,29,26,41,18,20,27,35,6,79
142,1,23,1,2,5,1,2,2,1,4,2,4,1,2,4,2,2,3,1,3,4,1,2,3,3,5,3,1,4,1,2,4,4,3,4,3,4,4,3,2,6,7,7,7,6,3,2,2,4,3,2,4,4,3,2,4,4,1,4,1,4,1,4,2,3,0,1,0,0,1,0,1,0,0,1,3,2,3,2,4,4,1,2,4,4,2,2,4,3,2,3,4,5,5,4,5,3,3,3,4,2,2,3,2,2,4,4,4,3,2,3,4,5,4,4,3,24,22,39,21,33,23,37,4,64
443,2,25,4,2,4,1,1,3,4,4,4,4,4,1,4,1,3,3,1,1,4,2,1,3,1,5,5,2,3,1,2,4,5,1,4,1,3,5,1,1,6,6,7,7,4,2,1,3,4,5,3,4,4,2,4,4,4,1,4,1,4,3,3,2,1,1,1,1,1,1,1,0,0,0,0,2,4,4,4,5,4,2,2,4,4,4,4,3,3,3,2,3,3,2,2,2,4,4,2,4,4,2,1,2,2,4,4,2,3,4,4,2,4,2,3,4,17,25,41,13,30,22,36,6,62
501,2,62,4,1,2,2,2,4,1,5,1,5,1,1,4,1,1,4,1,2,4,2,2,5,1,4,4,1,4,1,3,4,4,2,4,1,4,4,2,1,5,4,3,5,6,1,1,3,4,3,2,4,4,3,2,4,4,1,4,1,4,1,2,2,4,0,1,1,0,0,0,1,1,1,1,3,3,3,2,4,2,3,3,4,4,3,2,4,2,3,3,2,3,5,5,5,4,4,4,4,3,2,3,2,2,4,4,4,3,1,3,3,3,3,3,3,29,27,41,16,23,21,34,6,53
363,2,35,4,1,4,7,2,2,2,4,2,4,1,1,4,2,1,4,1,2,4,1,1,4,1,4,4,1,4,2,2,1,3,1,2,1,4,4,1,1,5,4,3,3,6,3,3,3,5,4,4,4,4,3,2,4,4,1,4,1,3,2,3,1,1,0,1,1,0,1,0,1,0,0,1,3,2,5,4,5,3,3,2,5,5,1,3,4,3,4,4,3,3,4,4,5,4,3,4,4,3,1,2,2,2,4,4,3,4,4,3,4,3,5,2,2,23,26,34,12,21,25,37,5,64
262,2,36,4,1,1,4,2,4,1,5,1,4,1,3,4,1,2,3,3,1,5,3,1,5,1,4,4,1,4,2,3,4,4,1,4,1,4,4,1,1,7,7,7,7,7,3,2,2,4,4,5,4,5,3,1,4,4,1,4,4,4,1,4,1,1,1,1,1,1,1,0,1,1,1,1,5,3,4,3,4,4,1,1,1,4,2,3,3,3,1,2,4,5,5,5,5,2,4,3,2,4,2,2,2,1,4,1,4,4,4,1,3,5,4,5,4,28,22,42,15,35,23,37,9,61
468,2,45,5,2,3,1,2,2,1,4,1,5,1,1,3,1,1,3,1,1,5,2,1,4,1,4,5,2,4,1,2,2,3,1,4,1,4,4,1,1,5,5,5,5,2,3,2,3,4,4,1,4,5,3,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,0,1,0,1,1,2,5,5,5,5,2,4,4,4,2,5,4,4,1,1,4,4,5,5,5,4,4,4,4,4,2,2,2,1,4,4,4,4,4,5,4,4,4,5,5,26,26,39,13,22,20,40,8,80
462,2,44,4,1,6,4,2,2,1,4,1,5,1,1,3,1,1,3,2,2,4,2,1,2,1,3,4,2,3,1,2,4,3,1,4,1,5,4,2,2,5,6,6,7,5,2,1,3,4,4,3,4,4,1,2,3,4,1,3,1,3,1,3,2,1,1,1,1,0,1,0,1,0,0,0,2,5,4,4,4,3,1,3,5,5,1,4,3,4,2,2,4,4,5,5,5,4,4,4,3,3,2,2,2,2,4,4,4,3,4,4,1,5,5,4,4,26,24,36,15,29,20,35,5,70
30,1,37,4,1,5,1,2,4,2,4,2,4,2,1,3,1,1,4,2,1,4,2,3,2,1,4,2,1,3,2,3,3,2,3,3,1,3,3,3,1,4,4,4,4,2,3,3,4,3,4,3,2,2,3,3,3,3,1,3,1,3,2,3,1,2,1,0,1,0,0,0,1,0,0,1,2,2,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,2,4,4,4,4,3,4,3,4,4,2,3,3,3,24,26,29,20,18,32,33,4,58
296,2,24,2,2,5,7,2,4,1,5,1,5,1,1,4,1,1,4,1,1,4,2,1,4,2,5,5,1,5,3,3,4,4,1,4,3,3,3,1,1,7,7,7,7,7,1,2,3,4,4,2,4,4,4,2,4,4,1,4,1,4,1,4,2,3,1,1,0,1,1,0,0,0,0,1,3,3,5,4,4,3,2,2,3,3,3,3,4,3,4,3,3,2,5,5,5,4,4,4,4,4,2,2,2,2,4,4,4,3,2,3,3,4,3,2,3,29,28,41,18,35,22,37,5,57
532,2,56,8,1,5,1,1,3,1,4,1,5,1,3,3,1,1,4,1,2,5,2,1,5,1,3,5,1,3,1,2,5,4,1,3,1,5,3,2,3,4,4,4,5,6,3,1,3,4,4,4,4,4,3,3,3,3,1,3,1,2,2,3,1,1,1,1,1,0,1,0,1,1,1,0,4,4,3,4,4,3,2,5,5,4,1,5,5,4,4,2,4,5,5,5,5,2,4,4,4,3,2,2,2,2,4,4,3,4,4,2,2,4,5,2,4,27,24,41,15,23,25,33,7,70
417,1,31,3,2,6,1,1,3,2,3,2,5,1,1,1,1,1,4,1,2,4,2,1,4,1,4,4,2,4,2,2,3,4,1,4,2,4,5,3,1,5,5,5,6,2,3,2,3,4,4,2,4,4,2,1,4,4,1,4,1,4,1,4,1,1,1,0,1,1,1,1,1,1,0,0,2,2,4,4,4,5,3,4,5,5,2,5,5,5,2,2,2,5,4,4,5,4,4,4,4,3,2,2,2,2,4,4,4,4,4,4,4,3,4,4,4,24,24,40,17,23,21,40,7,76
186,2,44,1,2,2,1,1,3,3,3,3,3,3,3,3,1,1,4,1,3,5,3,2,3,1,4,3,3,3,2,2,3,4,1,3,1,3,3,1,1,4,4,4,4,2,3,2,4,4,3,3,3,3,5,2,4,4,2,4,2,3,1,3,1,1,1,1,1,0,1,0,0,0,0,1,4,4,4,4,4,3,4,2,3,3,2,3,2,2,4,4,3,4,3,3,3,2,4,4,4,2,2,3,3,3,3,3,4,4,4,2,2,2,4,2,2,18,23,34,17,18,30,36,5,51
15,1,51,5,1,2,8,2,3,2,4,2,4,3,2,3,2,1,4,1,2,3,1,1,3,1,4,4,2,3,1,2,3,4,1,3,1,3,3,1,1,5,4,5,5,5,2,3,2,4,4,2,4,4,2,3,3,4,1,3,2,3,1,3,1,1,1,1,1,1,1,0,1,1,0,0,2,2,4,4,4,3,1,4,4,4,1,4,4,3,4,2,3,4,4,4,3,3,3,4,4,3,2,2,2,2,4,3,4,4,4,4,4,5,5,2,4,22,24,33,12,24,22,35,7,69
1,1,45,4,1,4,1,2,2,2,2,2,3,2,2,2,1,2,3,2,2,4,2,2,5,1,3,3,1,3,2,2,3,4,1,3,1,4,4,2,1,5,5,5,6,2,3,3,3,4,4,3,3,3,3,3,3,3,2,3,2,2,3,3,3,1,0,1,1,0,0,0,1,0,0,0,2,4,3,4,3,3,1,4,4,3,2,3,3,3,3,3,2,3,4,4,4,3,4,3,3,3,2,2,3,3,3,3,2,2,4,4,2,5,4,3,3,19,21,36,15,23,28,28,3,59
356,1,50,5,2,6,1,2,4,1,4,2,5,1,1,3,1,1,4,2,1,4,1,2,3,1,4,4,1,4,1,2,4,4,1,3,1,3,4,2,1,5,6,6,6,4,2,2,3,4,4,2,5,4,3,1,4,4,1,4,1,4,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,2,5,4,4,3,1,5,5,5,1,3,4,3,1,1,4,4,5,4,5,4,4,4,3,4,2,2,1,2,4,4,4,4,4,5,4,5,5,5,5,27,26,37,13,27,20,39,9,78
427,1,50,4,1,4,1,1,3,2,3,3,3,3,2,3,2,2,3,2,2,4,3,2,3,1,4,3,1,3,1,2,2,3,1,2,1,3,3,2,1,3,1,5,4,3,3,3,3,4,3,3,3,4,3,3,4,3,2,4,2,4,2,3,2,1,1,1,1,1,0,0,0,0,0,0,2,3,3,4,3,3,3,3,4,4,5,3,3,3,2,2,3,4,4,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,4,4,3,3,1,4,4,19,21,30,15,16,28,34,4,59
55,2,19,1,2,4,1,,4,3,3,2,3,2,1,4,2,2,4,2,2,4,2,2,4,1,5,4,2,4,2,2,4,4,2,5,2,3,5,2,1,4,4,5,6,6,2,3,3,4,4,2,3,4,3,2,3,4,2,3,1,3,2,3,2,2,1,0,1,0,0,0,0,1,0,0,2,3,3,4,4,4,2,4,4,3,2,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,2,2,3,2,3,4,3,3,3,4,3,4,4,3,3,21,24,42,18,25,24,32,3,64
436,2,60,7,2,2,,1,3,4,3,2,3,3,3,3,4,4,4,4,2,4,3,2,2,2,3,3,2,2,2,2,3,4,2,4,3,4,4,3,3,4,4,4,6,5,5,4,4,4,3,3,4,3,4,3,4,4,1,4,4,4,1,4,1,1,1,1,1,0,0,0,1,,0,0,3,3,5,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,2,4,3,2,1,1,1,3,2,3,2,3,4,1,4,4,4,3,3,1,1,2,2,18,15,33,24,23,33,37,,62
38,1,56,2,1,6,1,2,5,1,5,4,4,3,2,2,2,3,3,1,2,5,1,1,2,1,4,4,3,4,2,2,4,4,2,3,1,3,4,4,5,3,3,4,2,1,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,1,0,1,1,1,1,1,0,1,0,2,3,2,3,3,4,3,3,3,3,3,4,3,3,2,3,3,2,5,2,3,3,3,2,4,3,3,3,3,3,3,2,2,2,3,4,3,3,3,4,3,24,20,37,22,13,31,25,7,56
492,1,35,4,1,4,4,2,2,4,3,3,3,2,3,3,2,2,3,2,2,3,2,1,2,1,4,4,3,3,2,3,3,3,2,3,2,3,3,3,1,6,5,6,5,3,4,4,3,4,3,3,3,3,4,3,4,3,1,4,2,3,4,4,3,4,1,1,1,1,1,0,1,1,0,0,5,5,5,5,5,3,3,1,1,3,3,3,3,1,4,2,2,1,2,3,4,2,3,3,3,3,2,3,3,3,4,3,1,2,1,1,1,3,3,2,4,17,20,31,20,25,32,29,7,47
130,1,33,1,2,2,1,1,2,2,1,3,1,3,3,3,1,2,3,1,2,2,1,1,2,1,4,4,1,4,3,2,2,2,1,4,1,3,5,1,1,2,2,2,2,1,3,3,2,5,3,2,4,3,2,1,3,3,2,3,2,3,2,3,2,1,1,1,1,1,0,1,0,1,0,0,1,3,2,4,5,4,2,4,5,5,1,4,5,4,1,1,4,4,4,3,3,2,4,3,4,3,1,3,2,3,3,3,3,3,4,5,3,4,5,5,5,14,22,32,13,9,22,31,6,77
237,1,32,4,2,4,1,2,4,2,3,2,4,2,2,3,1,2,4,2,2,4,1,2,2,1,5,2,2,1,2,4,2,3,1,2,2,3,3,1,1,4,3,4,3,3,3,3,4,3,4,2,4,4,3,2,4,4,1,1,2,3,2,3,2,1,0,1,1,0,1,0,0,0,0,1,1,4,4,3,5,5,2,4,4,4,2,5,4,4,2,3,3,4,4,4,4,3,4,3,3,3,3,2,2,2,4,3,3,3,4,5,2,4,4,4,3,23,23,27,17,17,26,32,4,71
339,1,41,4,1,6,1,2,4,1,4,2,4,2,3,3,2,3,3,2,2,3,1,2,4,1,4,4,2,2,1,1,1,3,2,1,1,2,3,4,2,3,4,4,4,3,2,3,4,4,4,3,4,3,3,2,4,4,1,3,1,3,2,3,1,1,1,0,1,0,0,0,1,1,1,0,1,4,4,2,4,2,3,3,4,3,2,4,2,2,3,2,3,4,5,4,4,2,3,2,3,3,2,2,2,3,4,4,3,4,4,5,2,3,4,3,4,25,19,27,17,18,26,36,5,58
76,1,22,1,2,5,1,2,4,2,5,2,4,2,2,4,2,2,3,1,2,4,2,1,2,2,3,3,1,3,2,2,3,4,1,3,1,4,4,1,1,6,6,6,4,6,2,2,2,4,4,2,4,4,3,2,3,3,1,3,1,4,1,3,1,1,0,0,1,0,0,0,0,0,0,1,2,2,4,4,3,3,2,4,4,4,1,4,4,2,2,2,4,4,4,4,4,3,3,3,4,3,2,2,2,2,4,4,4,4,4,4,4,4,5,4,4,25,23,33,14,28,21,36,2,69
65,2,46,4,1,2,5,2,1,2,5,2,5,1,2,4,1,4,3,1,1,4,2,1,5,1,5,3,2,3,1,1,3,3,1,2,1,4,3,1,1,6,4,5,6,5,3,2,3,4,3,2,5,4,2,1,4,4,1,4,4,4,1,4,1,1,1,1,1,1,1,0,1,1,0,0,1,3,5,5,5,5,2,5,4,5,5,4,4,2,3,3,4,4,4,4,5,3,4,1,4,4,2,3,1,2,4,1,4,4,4,5,3,4,1,3,3,24,23,35,12,26,21,37,7,71
502,1,28,3,2,4,1,2,4,4,4,3,5,1,2,3,2,2,4,2,3,4,2,1,3,1,4,3,1,3,1,3,2,3,1,3,1,3,3,1,1,5,5,5,5,4,2,2,3,4,3,3,4,4,3,2,4,4,1,4,1,3,2,2,3,1,0,0,1,1,1,0,0,1,0,0,1,3,4,4,4,2,3,3,3,3,2,3,4,2,3,3,3,3,2,3,5,3,3,3,3,2,2,3,2,2,4,4,3,2,4,5,3,3,4,3,3,23,21,31,13,24,24,34,4,59
310,1,33,4,2,4,8,2,3,2,3,2,4,2,1,4,2,1,4,2,2,2,1,1,2,2,3,4,1,3,2,4,2,3,1,2,2,3,4,1,1,4,4,4,3,5,2,2,3,4,3,4,4,3,2,2,4,4,1,4,2,3,2,2,1,1,1,1,1,1,1,0,1,1,0,1,2,2,4,3,4,3,3,3,3,4,3,4,4,4,3,2,3,4,4,4,4,4,3,4,3,3,2,3,2,3,4,3,3,4,4,4,4,3,3,3,4,22,25,28,16,20,25,35,8,64
371,2,75,4,2,2,5,2,1,3,5,3,5,1,1,4,4,4,4,2,3,5,3,1,3,1,1,5,3,2,1,2,1,3,1,1,2,3,4,1,1,6,5,5,3,2,1,1,4,3,2,4,4,4,3,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,1,1,1,1,3,1,4,5,3,5,1,5,5,5,2,5,1,5,1,1,5,5,3,3,5,4,1,1,3,2,3,4,2,2,4,4,4,4,4,3,5,5,4,5,5,22,19,28,16,21,25,40,9,80
118,2,36,7,2,4,1,1,2,1,3,1,4,1,2,3,2,2,4,1,1,3,3,1,3,1,4,4,3,4,3,4,1,3,1,2,2,2,1,1,1,4,3,1,3,1,4,3,3,5,4,4,4,4,2,3,4,4,1,4,1,4,2,4,1,1,1,1,1,0,0,0,1,0,0,0,1,1,4,4,5,5,3,4,4,4,1,4,3,3,2,1,4,4,5,5,5,3,3,3,4,4,1,2,2,2,4,4,3,4,4,5,5,3,5,4,5,24,24,27,20,12,26,39,4,75
207,1,36,2,2,4,8,1,5,2,5,2,5,2,2,4,1,1,4,1,1,4,2,2,4,1,3,5,1,4,1,2,3,3,1,3,1,3,3,2,2,4,4,4,5,4,4,4,3,5,3,2,4,4,5,2,4,4,1,4,1,4,1,3,1,1,1,1,1,0,0,0,0,0,0,0,2,3,3,4,5,4,2,4,4,5,4,5,4,4,2,1,2,5,4,4,4,3,4,4,4,4,1,3,2,2,4,4,4,4,4,4,3,4,2,4,5,27,27,35,15,21,28,39,3,71
17,1,33,1,2,4,1,2,2,2,5,2,4,2,3,4,4,2,3,2,2,4,4,1,4,2,4,4,1,3,1,2,1,4,1,4,1,3,4,1,1,3,3,3,2,2,3,3,3,2,3,1,3,3,4,1,4,4,4,4,4,4,2,4,3,2,1,1,1,0,1,0,1,1,1,1,1,3,4,3,4,3,3,4,4,4,2,4,3,4,2,2,2,4,4,4,4,2,1,3,3,3,4,3,3,3,1,1,3,2,3,5,3,3,4,4,4,23,19,35,15,13,28,30,8,66
255,2,44,7,2,6,1,2,4,2,4,2,4,2,2,3,2,2,3,2,2,4,1,1,4,1,4,4,1,3,2,2,3,4,1,3,1,4,4,1,1,2,4,4,3,3,2,2,2,4,4,2,3,4,2,2,4,4,2,4,2,4,2,4,3,2,1,1,1,0,0,0,0,1,0,0,2,2,2,2,4,4,3,3,3,4,3,4,3,3,2,2,3,3,4,4,4,3,3,3,3,3,2,2,3,2,3,3,3,2,3,4,4,3,3,4,4,24,21,37,12,16,21,34,4,60
77,1,23,2,2,5,1,2,2,2,3,2,4,2,2,3,3,2,3,2,1,5,2,2,2,1,5,5,2,4,1,2,4,4,2,4,2,4,3,3,3,5,5,6,4,3,3,4,3,4,4,5,4,4,3,2,3,3,1,3,2,3,2,3,3,3,1,1,0,1,0,0,0,0,0,0,2,3,4,4,3,4,2,4,4,4,2,4,3,3,2,2,4,4,4,4,4,3,2,3,3,4,2,2,2,2,4,3,3,2,2,4,3,4,4,4,4,21,21,40,20,23,28,29,3,68
240,2,44,4,1,3,9,2,3,2,4,2,3,2,1,1,1,1,3,1,2,4,2,1,3,1,4,5,2,4,1,2,4,5,1,3,1,4,4,1,1,4,4,5,6,5,3,1,3,5,3,3,4,5,3,2,4,4,1,3,1,3,1,3,1,1,1,1,1,1,1,0,1,1,1,1,2,1,4,4,3,4,2,2,4,4,2,4,4,3,2,1,3,4,4,4,4,4,4,4,4,3,1,3,2,1,4,4,4,4,4,4,5,4,4,4,5,22,23,40,13,24,22,37,9,69
108,2,40,4,1,3,3,2,3,3,1,3,5,2,2,3,2,2,3,3,3,5,4,4,3,1,4,2,2,3,2,2,2,3,3,2,1,2,2,4,3,2,2,2,5,1,3,3,3,3,3,3,3,3,3,3,4,4,2,2,4,2,4,2,3,2,0,1,1,0,1,0,0,1,0,1,4,4,5,3,4,2,3,2,2,3,5,2,3,2,4,4,2,2,3,3,4,3,3,3,2,2,3,3,3,3,3,1,1,2,3,2,2,3,1,2,2,19,19,28,26,12,30,24,5,44
12,2,31,4,1,5,7,2,4,2,4,2,4,2,2,4,1,1,4,1,2,5,3,2,4,1,5,3,3,4,2,3,5,3,2,4,2,4,3,2,2,6,6,6,7,7,3,2,4,4,4,3,4,4,4,2,4,4,1,4,1,4,2,4,2,1,1,0,0,0,1,0,0,0,0,0,3,1,3,1,1,3,2,2,2,3,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,2,2,2,2,4,4,3,3,4,3,5,4,2,3,3,24,26,40,22,32,26,38,2,50
